title,title_id,imdb_id,content_rating,release_date,Action_Adventure,Animation,Comedy,SciFi_Fantasy,Drama,Family,Mystery_Crime,Bio_History,Horror_Thriller,Romance
Mamma Mia! Here We Go Again,586,tt6911608,PG-13,2018-07-20,0.0,0,1,0.0,0,0,0.0,0.0,0.0,1
Hotel Transylvania 3: Summer Vacation,584,tt5220122,PG,2018-07-13,1.0,1,1,0.0,0,0,0.0,0.0,0.0,0
Dont Worry He Wont Get Far On Foot,583,tt6288124,R,2018-07-13,0.0,0,1,0.0,1,0,0.0,1.0,0.0,0
Skyscraper,582,tt5758778,PG-13,2018-07-13,1.0,0,0,0.0,0,0,0.0,0.0,1.0,0
Eighth Grade,581,tt7014006,R,2018-07-13,0.0,0,1,0.0,1,0,0.0,0.0,0.0,0
Sorry To Bother You,578,tt5688932,R,2018-07-06,0.0,0,1,1.0,1,0,0.0,0.0,0.0,0
Ant-Man And The Wasp,579,tt5095030,PG-13,2018-07-06,1.0,0,1,0.0,0,0,0.0,0.0,0.0,0
The First Purge,576,tt6133466,R,2018-07-04,1.0,0,0,1.0,0,0,0.0,0.0,1.0,0
Uncle Drew,574,tt7334528,PG-13,2018-06-29,0.0,0,1,0.0,1,0,0.0,0.0,0.0,0
Sanju,573,tt6452574,TV-MA,2018-06-29,0.0,0,1,0.0,1,0,0.0,1.0,0.0,0
Leave No Trace,571,tt3892172,PG,2018-06-29,1.0,0,0,0.0,1,0,0.0,0.0,0.0,0
Jurassic World: Fallen Kingdom,570,tt4881806,PG-13,2018-06-22,1.0,0,0,1.0,0,0,0.0,0.0,0.0,0
The Catcher Was A Spy,569,tt4602066,R,2018-06-22,0.0,0,0,0.0,1,0,0.0,1.0,0.0,0
Tag,568,tt2854926,R,2018-06-15,1.0,0,1,0.0,0,0,0.0,0.0,0.0,0
Race 3,567,tt7431594,Not Rated,2018-06-15,1.0,0,0,0.0,0,0,0.0,0.0,1.0,0
Incredibles 2,566,tt3606756,PG,2018-06-15,1.0,1,0,0.0,0,0,0.0,0.0,0.0,0
Gotti,565,tt0116441,R,2018-06-15,0.0,0,0,0.0,1,0,1.0,1.0,0.0,0
Superfly,564,tt7690670,R,2018-06-13,1.0,0,0,0.0,0,0,1.0,0.0,1.0,0
Hereditary,563,tt7784604,R,2018-06-08,0.0,0,0,0.0,1,0,1.0,0.0,1.0,0
Hearts Beat Loud,560,tt7158430,PG-13,2018-06-08,0.0,0,1,0.0,1,0,0.0,0.0,0.0,0
Hotel Artemis,559,tt5834262,R,2018-06-08,1.0,0,0,0.0,1,0,1.0,0.0,0.0,0
Upgrade,558,tt6499752,R,2018-06-01,1.0,0,0,1.0,0,0,0.0,0.0,1.0,0
American Animals,557,tt6212478,R,2018-06-01,0.0,0,0,0.0,1,0,1.0,1.0,0.0,0
Adrift,556,tt6306064,PG-13,2018-06-01,1.0,0,0,0.0,0,0,0.0,1.0,0.0,0
Veere Di Wedding,555,tt5842616,,2018-06-01,0.0,0,1,0.0,0,0,0.0,0.0,0.0,0
Action Point,554,tt6495770,R,2018-06-01,0.0,0,1,0.0,0,0,0.0,0.0,0.0,0
Solo: A Star Wars Story,553,tt3778644,PG-13,2018-05-25,1.0,0,0,1.0,0,0,0.0,0.0,0.0,0
Book Club,552,tt6857166,PG-13,2018-05-18,0.0,0,1,0.0,1,0,0.0,0.0,0.0,1
First Reformed,551,tt6053438,R,2018-05-18,0.0,0,0,0.0,1,0,1.0,0.0,1.0,0
Deadpool 2,550,tt5463162,R,2018-05-18,1.0,0,1,0.0,0,0,0.0,0.0,0.0,0
Show Dogs,548,tt5691024,,2018-05-18,1.0,0,1,0.0,0,0,1.0,0.0,0.0,0
On Chesil Beach,547,tt1667321,R,2018-05-18,0.0,0,0,0.0,1,0,0.0,0.0,0.0,1
The Seagull,546,tt4682136,PG-13,2018-05-11,0.0,0,1,0.0,1,0,0.0,0.0,0.0,1
Raazi,545,tt7098658,Not Rated,2018-05-11,1.0,0,0,0.0,1,0,0.0,0.0,1.0,0
Life Of The Party,544,tt5619332,PG-13,2018-05-11,0.0,0,1,0.0,0,0,0.0,0.0,0.0,0
Overboard,542,tt0093693,PG,2018-05-04,0.0,0,1,0.0,0,0,0.0,0.0,0.0,1
102 Not Out,541,tt6580564,PG,2018-05-04,0.0,0,1,0.0,1,0,0.0,0.0,0.0,0
Bad Samaritan,540,tt3203528,R,2018-05-04,0.0,0,0,0.0,1,0,1.0,0.0,1.0,0
Tully,539,tt5610554,R,2018-05-04,0.0,0,1,0.0,1,0,1.0,0.0,0.0,0
Avengers: Infinity War,537,tt4154756,PG-13,2018-04-27,1.0,0,0,1.0,0,0,0.0,0.0,0.0,0
Disobedience,536,tt6108178,R,2018-04-27,0.0,0,0,0.0,1,0,0.0,0.0,0.0,0
Traffik,535,tt5670152,R,2018-04-20,1.0,0,0,0.0,0,0,0.0,0.0,1.0,0
Super Troopers 2,534,tt0859635,R,2018-04-20,0.0,0,1,0.0,0,0,1.0,0.0,0.0,0
I Feel Pretty,533,tt6791096,PG-13,2018-04-20,0.0,0,1,0.0,0,0,0.0,0.0,0.0,1
Bharat Ane Nenu,532,tt6980546,Not Rated,2018-04-20,1.0,0,0,0.0,1,0,0.0,0.0,1.0,0
The Rider,531,tt6217608,R,2018-04-13,0.0,0,0,0.0,1,0,0.0,0.0,0.0,0
Rampage,530,tt2231461,PG-13,2018-04-13,1.0,0,0,1.0,0,0,0.0,0.0,0.0,0
Blumhouses Truth Or Dare,529,tt6772950,PG-13,2018-04-13,0.0,0,0,0.0,0,0,1.0,0.0,1.0,0
Sgt. Stubby: An American Hero,528,tt5314190,PG,2018-04-13,1.0,1,0,0.0,0,1,0.0,0.0,0.0,0
Beirut,527,tt4669264,R,2018-04-11,1.0,0,0,0.0,0,0,1.0,0.0,0.0,0
Lean On Pete,526,tt5340300,R,2018-04-06,1.0,0,0,0.0,1,0,0.0,0.0,0.0,0
A Quiet Place,524,tt6644200,PG-13,2018-04-06,0.0,0,0,1.0,1,0,0.0,0.0,1.0,0
You Were Never Really Here,523,tt5742374,R,2018-04-06,0.0,0,0,0.0,1,0,1.0,0.0,1.0,0
Blockers,522,tt2531344,R,2018-04-06,0.0,0,1,0.0,1,0,0.0,0.0,0.0,0
Chappaquiddick,521,tt5270948,PG-13,2018-04-06,0.0,0,0,0.0,1,0,0.0,1.0,0.0,0
The Miracle Season,520,tt5427194,PG,2018-04-06,0.0,0,0,0.0,1,0,0.0,0.0,0.0,0
Gods Not Dead: A Light In Darkness,517,tt6652708,PG,2018-03-30,0.0,0,0,0.0,1,0,0.0,0.0,0.0,0
Baaghi 2,516,tt6843812,Not Rated,2018-03-30,1.0,0,0,0.0,1,0,0.0,0.0,1.0,0
Finding Your Feet,515,tt4538916,PG-13,2018-03-30,0.0,0,1,0.0,1,1,0.0,0.0,0.0,0
Tyler Perrys Acrimony,514,tt6063050,R,2018-03-30,0.0,0,0,0.0,1,0,0.0,0.0,1.0,1
Isle Of Dogs,512,tt5104604,PG-13,2018-03-23,1.0,1,1,0.0,0,0,0.0,0.0,0.0,0
Paul Apostle Of Christ,511,tt7388562,PG-13,2018-03-23,1.0,0,0,0.0,1,0,0.0,1.0,0.0,0
Pacific Rim Uprising,505,tt2557478,PG-13,2018-03-23,1.0,0,0,1.0,0,0,0.0,0.0,0.0,0
Unsane,506,tt7153766,R,2018-03-23,0.0,0,0,0.0,1,0,1.0,0.0,1.0,0
Midnight Sun,508,tt4799066,PG-13,2018-03-23,0.0,0,0,0.0,1,0,0.0,0.0,0.0,1
Sherlock Gnomes,507,tt2296777,PG,2018-03-23,1.0,1,1,0.0,0,0,0.0,0.0,0.0,0
Tomb Raider,504,tt1365519,PG-13,2018-03-16,1.0,0,0,1.0,0,0,0.0,0.0,0.0,0
I Can Only Imagine,502,tt6450186,PG,2018-03-16,0.0,0,0,0.0,1,1,0.0,1.0,0.0,0
7 Days in Entebbe,501,tt8146752,,2018-03-16,1.0,0,0,0.0,1,0,0.0,1.0,0.0,0
Love Simon,500,tt5164432,PG-13,2018-03-16,0.0,0,1,0.0,1,0,0.0,0.0,0.0,1
The Leisure Seeker,499,tt3741632,R,2018-03-09,1.0,0,1,0.0,1,0,0.0,0.0,0.0,0
The Hurricane Heist,498,tt5360952,PG-13,2018-03-09,1.0,0,0,0.0,0,0,1.0,0.0,0.0,0
The Death of Stalin,497,tt4686844,R,2018-03-09,0.0,0,1,0.0,1,0,0.0,1.0,0.0,0
Gringo,496,tt3721964,R,2018-03-09,1.0,0,1,0.0,0,0,1.0,0.0,0.0,0
Thoroughbreds,495,tt5649108,R,2018-03-09,0.0,0,1,0.0,1,0,1.0,0.0,0.0,0
Strangers: Prey At Night,494,tt1285009,R,2018-03-09,0.0,0,0,0.0,0,0,0.0,0.0,1.0,0
A Wrinkle In Time,493,tt1620680,PG,2018-03-09,1.0,0,0,0.0,1,1,0.0,0.0,0.0,0
Red Sparrow,492,tt2873282,R,2018-03-02,1.0,0,0,0.0,1,0,0.0,0.0,1.0,0
Death Wish,491,tt1137450,R,2018-03-02,1.0,0,0,0.0,1,0,1.0,0.0,0.0,0
The Vanishing of Sidney Hall,490,tt1291566,R,2018-03-02,0.0,0,0,0.0,1,0,1.0,0.0,0.0,1
Game Night,489,tt2704998,R,2018-02-23,1.0,0,1,0.0,0,0,0.0,0.0,0.0,0
Annihilation,488,tt2798920,R,2018-02-23,1.0,0,0,0.0,1,0,0.0,0.0,1.0,0
Every Day,487,tt7026672,PG-13,2018-02-23,0.0,0,0,1.0,1,0,0.0,0.0,0.0,1
Sonu Ke Titu Ki Sweety,486,tt7581902,Not Rated,2018-02-23,0.0,0,1,0.0,0,0,0.0,0.0,0.0,1
Operation Red Sea,485,tt6878882,TV-MA,2018-02-23,1.0,0,0,0.0,1,0,0.0,0.0,1.0,0
Detective Chinatown 2,483,tt7752454,R,2018-02-16,1.0,0,1,0.0,0,0,1.0,0.0,0.0,0
Black Panther,482,tt1825683,PG-13,2018-02-16,1.0,0,0,1.0,0,0,0.0,0.0,0.0,0
Early Man,481,tt4701724,PG,2018-02-16,1.0,1,1,0.0,0,0,0.0,0.0,0.0,0
Samson,480,tt6951892,PG-13,2018-02-16,1.0,0,0,0.0,1,0,0.0,0.0,0.0,0
Boda De Valentina La,479,tt4823538,R,2018-02-09,0.0,0,1,0.0,0,0,0.0,0.0,0.0,1
Fifty Shades Freed,478,tt4477536,R,2018-02-09,0.0,0,0,0.0,1,0,1.0,0.0,0.0,1
Peter Rabbit,477,tt5117670,PG,2018-02-09,1.0,1,1,0.0,0,0,0.0,0.0,0.0,0
The 15:17 To Paris,476,tt6802308,PG-13,2018-02-09,0.0,0,0,0.0,1,0,0.0,1.0,1.0,0
Pad Man,475,tt7218518,PG-13,2018-02-09,0.0,0,1,0.0,1,0,0.0,0.0,0.0,0
A Fantastic Woman,474,tt5639354,R,2018-02-02,0.0,0,0,0.0,1,0,0.0,0.0,0.0,0
Winchester,473,tt1072748,PG-13,2018-02-02,0.0,0,0,1.0,0,0,0.0,1.0,1.0,0
Maze Runner: The Death Cure,472,tt4500922,PG-13,2018-01-26,1.0,0,0,1.0,0,0,0.0,0.0,0.0,0
Padmaavat,471,tt5935704,Not Rated,2018-01-25,0.0,0,0,0.0,1,0,0.0,1.0,0.0,0
Mary And The Witchs Flower,470,tt6336356,PG,2018-01-19,1.0,1,0,0.0,0,1,0.0,0.0,0.0,0
Forever My Girl,469,tt4103724,PG,2018-01-19,0.0,0,1,0.0,1,0,0.0,0.0,0.0,0
12 Strong,468,tt1413492,R,2018-01-19,1.0,0,0,0.0,1,0,0.0,1.0,0.0,0
Den Of Thieves,467,tt1259528,R,2018-01-19,1.0,0,0,0.0,1,0,1.0,0.0,0.0,0
Proud Mary,466,tt6421110,R,2018-01-12,1.0,0,0,0.0,1,0,1.0,0.0,0.0,0
Paddington 2,465,tt4468740,PG,2018-01-12,1.0,0,1,0.0,0,1,0.0,0.0,0.0,0
The Insult,464,tt7048622,R,2018-01-12,0.0,0,0,0.0,1,0,1.0,0.0,1.0,0
The Commuter,463,tt1590193,PG-13,2018-01-12,1.0,0,0,0.0,0,0,1.0,0.0,1.0,0
Insidious: The Last Key,462,tt5726086,PG-13,2018-01-05,0.0,0,0,0.0,0,0,1.0,0.0,1.0,0
Film Stars Dont Die In Liverpool,461,tt5711148,R,2017-12-29,0.0,0,0,0.0,1,0,0.0,1.0,0.0,1
All The Money In The World,460,tt5294550,R,2017-12-25,0.0,0,0,0.0,1,0,1.0,1.0,0.0,0
Mollys Game,458,tt4209788,R,2017-12-25,0.0,0,0,0.0,1,0,1.0,1.0,0.0,0
Downsizing,456,tt1389072,R,2017-12-22,0.0,0,0,1.0,1,0,0.0,0.0,0.0,0
Father Figures,455,tt1966359,R,2017-12-22,0.0,0,1,0.0,1,0,0.0,0.0,0.0,0
Along With The Gods: The Two Worlds,454,tt7160070,Not Rated,2017-12-22,1.0,0,0,0.0,1,0,0.0,0.0,0.0,0
Hostiles,453,tt5478478,R,2017-12-22,0.0,0,0,0.0,1,0,0.0,0.0,0.0,0
The Post,452,tt6294822,PG-13,2017-12-22,0.0,0,0,0.0,1,0,0.0,1.0,0.0,0
Tiger Zinda Hai,451,tt5956100,Not Rated,2017-12-22,1.0,0,0,0.0,0,0,0.0,0.0,1.0,0
Pitch Perfect 3,450,tt4765284,PG-13,2017-12-22,0.0,0,1,0.0,0,0,0.0,0.0,0.0,0
The Greatest Showman,449,tt1485796,PG,2017-12-20,0.0,0,0,0.0,1,0,0.0,1.0,0.0,0
Jumanji: Welcome To The Jungle,448,tt2283362,PG-13,2017-12-20,1.0,0,1,0.0,0,0,0.0,0.0,0.0,0
Star Wars: The Last Jedi,447,tt2527336,PG-13,2017-12-15,1.0,0,0,1.0,0,0,0.0,0.0,0.0,0
Ferdinand,446,tt3411444,PG,2017-12-15,1.0,1,1,0.0,0,0,0.0,0.0,0.0,0
The Ballad of Lefty Brown,444,tt4400994,R,2017-12-15,1.0,0,0,0.0,1,0,0.0,0.0,0.0,0
Just Getting Started,443,tt5721088,PG-13,2017-12-08,0.0,0,1,0.0,0,0,1.0,0.0,0.0,0
I Tonya,442,tt5580036,R,2017-12-08,0.0,0,1,0.0,1,0,0.0,1.0,0.0,0
The Disaster Artist,441,tt3521126,R,2017-12-08,0.0,0,1,0.0,1,0,0.0,1.0,0.0,0
The Shape Of Water,440,tt5580390,R,2017-12-01,0.0,0,0,1.0,1,0,0.0,0.0,0.0,1
Wonder Wheel,439,tt5825380,PG-13,2017-12-01,0.0,0,0,0.0,1,0,0.0,0.0,0.0,1
Call Me By Your Name,438,tt5726616,R,2017-11-24,0.0,0,0,0.0,1,0,0.0,0.0,0.0,1
Coco,437,tt2380307,PG,2017-11-22,1.0,1,0,0.0,1,0,0.0,0.0,0.0,0
The Man Who Invented Christmas,436,tt6225520,PG,2017-11-22,0.0,0,1,0.0,1,0,0.0,1.0,0.0,0
Darkest Hour,435,tt4555426,PG-13,2017-11-22,0.0,0,0,0.0,1,0,0.0,1.0,0.0,0
Wonder,434,tt2543472,PG,2017-11-17,0.0,0,0,0.0,1,1,0.0,0.0,0.0,0
Justice League,432,tt0974015,PG-13,2017-11-17,1.0,0,0,1.0,0,0,0.0,0.0,0.0,0
Roman J. Israel Esq.,431,tt6000478,PG-13,2017-11-17,0.0,0,0,0.0,1,0,1.0,0.0,1.0,0
Murder On The Orient Express,430,tt3402236,PG-13,2017-11-10,0.0,0,0,0.0,1,0,1.0,0.0,0.0,0
Daddys Home 2,429,tt5657846,PG-13,2017-11-10,0.0,0,1,0.0,0,0,0.0,0.0,0.0,0
Three Billboards Outside Ebbing Missouri,428,tt5027774,R,2017-11-10,0.0,0,1,0.0,1,0,1.0,0.0,0.0,0
My Friend Dahmer,427,tt2291540,R,2017-11-03,0.0,0,0,0.0,1,0,0.0,1.0,1.0,0
Lady Bird,426,tt4925292,R,2017-11-03,0.0,0,1,0.0,1,0,0.0,0.0,0.0,0
LBJ,424,tt4778988,R,2017-11-03,0.0,0,0,0.0,1,0,0.0,1.0,0.0,0
A Bad Moms Christmas,423,tt6359956,R,2017-11-01,0.0,0,1,0.0,0,0,0.0,0.0,0.0,0
1945,422,tt5815492,,2017-11-01,0.0,0,0,0.0,1,0,0.0,0.0,0.0,0
Let There Be Light,421,tt5804314,PG-13,2017-10-27,0.0,0,0,0.0,1,0,0.0,0.0,0.0,0
Suburbicon,420,tt0491175,R,2017-10-27,0.0,0,1,0.0,1,0,1.0,0.0,0.0,0
Jigsaw,419,tt3348730,R,2017-10-27,0.0,0,0,0.0,0,0,1.0,0.0,1.0,0
The Square,418,tt4995790,R,2017-10-27,0.0,0,1,0.0,1,0,0.0,0.0,0.0,0
Same Kind Of Different As Me,416,tt1230168,PG-13,2017-10-20,0.0,0,0,0.0,1,0,0.0,1.0,0.0,0
The Snowman,415,tt1758810,R,2017-10-20,0.0,0,0,0.0,1,0,1.0,0.0,1.0,0
Golmaal Again,414,tt1806913,Not Rated,2017-10-20,1.0,0,1,0.0,0,0,0.0,0.0,1.0,0
The Killing Of A Sacred Deer,412,tt5715874,R,2017-10-20,0.0,0,0,0.0,1,0,1.0,0.0,1.0,0
Geostorm,411,tt1981128,PG-13,2017-10-20,1.0,0,0,1.0,0,0,0.0,0.0,1.0,0
Wonderstruck,410,tt5208216,PG,2017-10-20,1.0,0,0,0.0,1,0,1.0,0.0,0.0,0
Only The Brave,409,tt3829920,PG-13,2017-10-20,1.0,0,0,0.0,1,0,0.0,1.0,0.0,0
Tyler Perrys Boo 2! A Madea Halloween,408,tt6217804,PG-13,2017-10-20,0.0,0,1,0.0,1,0,0.0,0.0,1.0,0
Goodbye Christopher Robin,407,tt1653665,PG,2017-10-13,0.0,0,0,0.0,1,1,0.0,1.0,0.0,0
Happy Death Day,406,tt5308322,PG-13,2017-10-13,0.0,0,1,0.0,0,0,1.0,0.0,1.0,0
Professor Marston & The Wonder Women,405,tt6133130,R,2017-10-13,0.0,0,0,0.0,1,0,0.0,1.0,0.0,0
Marshall,404,tt5301662,PG-13,2017-10-13,0.0,0,0,0.0,1,0,1.0,1.0,0.0,0
Breathe (2017),403,tt5716464,PG-13,2017-10-13,0.0,0,0,0.0,1,0,0.0,1.0,0.0,1
The Foreigner,402,tt1615160,R,2017-10-13,1.0,0,0,0.0,0,0,1.0,0.0,1.0,0
My Little Pony: The Movie,401,tt4131800,PG,2017-10-06,1.0,1,1,0.0,0,0,0.0,0.0,0.0,0
The Stray,400,tt5342904,PG,2017-10-06,0.0,0,0,0.0,1,1,0.0,0.0,0.0,0
Walking Out,399,tt5420886,PG-13,2017-10-06,1.0,0,0,0.0,1,0,1.0,0.0,0.0,0
The Florida Project,398,tt5649144,R,2017-10-06,0.0,0,0,0.0,1,0,0.0,0.0,0.0,0
The Mountain Between Us,397,tt2226597,PG-13,2017-10-06,0.0,0,0,0.0,1,0,0.0,0.0,1.0,0
Blade Runner 2049,396,tt1856101,R,2017-10-06,1.0,0,0,0.0,1,0,1.0,0.0,0.0,0
Flatliners,395,tt0099582,R,2017-09-29,0.0,0,0,1.0,1,0,0.0,0.0,1.0,0
American Made,394,tt3532216,R,2017-09-29,1.0,0,1,0.0,0,0,1.0,0.0,0.0,0
A Question Of Faith,393,tt6054650,PG,2017-09-29,0.0,0,0,0.0,1,0,0.0,0.0,0.0,0
Never Say Die,392,tt0095721,,2017-09-29,1.0,0,1,0.0,0,0,0.0,0.0,0.0,0
Stronger,390,tt3881784,R,2017-09-22,0.0,0,0,0.0,1,0,0.0,1.0,0.0,0
The Lego Ninjago Movie,389,tt3014284,PG,2017-09-22,1.0,1,0,0.0,0,0,0.0,0.0,0.0,0
Battle Of The Sexes,388,tt4622512,PG-13,2017-09-22,0.0,0,1,0.0,1,0,0.0,1.0,0.0,0
Kingsman: The Golden Circle,387,tt4649466,R,2017-09-22,1.0,0,1,0.0,0,0,0.0,0.0,0.0,0
mother!,386,tt5109784,R,2017-09-15,0.0,0,0,0.0,1,0,1.0,0.0,1.0,0
Brads Status,385,tt5884230,R,2017-09-15,0.0,0,1,0.0,1,0,0.0,0.0,0.0,0
American Assassin,384,tt1961175,R,2017-09-15,1.0,0,0,0.0,0,0,0.0,0.0,1.0,0
It (2017),383,tt1396484,R,2017-09-08,0.0,0,0,0.0,0,0,0.0,0.0,1.0,0
Rebel In The Rye,382,tt4986134,PG-13,2017-09-08,0.0,0,0,0.0,1,0,0.0,1.0,0.0,1
Tulip Fever,381,tt0491203,R,2017-09-01,0.0,0,0,0.0,1,0,0.0,1.0,0.0,1
Viceroys House,380,tt4977530,Not Rated,2017-09-01,0.0,0,0,0.0,1,0,0.0,1.0,0.0,0
Leap!,379,tt2261287,PG,2017-08-25,1.0,1,0,0.0,0,1,0.0,0.0,0.0,0
The Hitmans Bodyguard,378,tt1959563,R,2017-08-18,1.0,0,1,0.0,0,0,1.0,0.0,0.0,0
Logan Lucky,377,tt5439796,PG-13,2017-08-18,1.0,0,1,0.0,0,0,1.0,0.0,0.0,0
Patti Cake$,376,tt6288250,R,2017-08-18,0.0,0,0,0.0,1,0,0.0,0.0,0.0,0
Annabelle: Creation,375,tt5140878,R,2017-08-11,0.0,0,0,0.0,0,0,1.0,0.0,1.0,0
The Glass Castle,373,tt2378507,PG-13,2017-08-11,0.0,0,0,0.0,1,0,0.0,1.0,0.0,0
Ingrid Goes West,372,tt5962210,R,2017-08-11,0.0,0,1,0.0,1,0,0.0,0.0,0.0,0
Good Time,371,tt4846232,R,2017-08-11,0.0,0,0,0.0,1,0,1.0,0.0,1.0,0
The Trip To Spain,370,tt6193424,Unrated,2017-08-11,1.0,0,1,0.0,1,0,0.0,0.0,0.0,0
Kidnap,369,tt1458169,R,2017-08-04,1.0,0,0,0.0,0,0,1.0,0.0,1.0,0
Wind River,367,tt5362988,R,2017-08-04,0.0,0,0,0.0,1,0,1.0,0.0,0.0,0
Detroit,364,tt5390504,R,2017-07-28,0.0,0,0,0.0,1,0,1.0,1.0,0.0,0
Atomic Blonde,363,tt2406566,R,2017-07-28,1.0,0,0,0.0,0,0,0.0,0.0,1.0,0
Girls Trip,362,tt3564472,R,2017-07-21,1.0,0,1,0.0,1,0,0.0,0.0,0.0,0
Wish Upon,360,tt5322012,PG-13,2017-07-14,0.0,0,0,1.0,1,0,0.0,0.0,1.0,0
War For The Planet Of The Apes,359,tt3450958,PG-13,2017-07-14,1.0,0,0,0.0,1,0,0.0,0.0,0.0,0
Endless Poetry,358,tt4451458,Unrated,2017-07-14,0.0,0,0,1.0,1,0,0.0,1.0,0.0,0
Spider-Man: Homecoming,357,tt2250912,PG-13,2017-07-07,1.0,0,0,1.0,0,0,0.0,0.0,0.0,0
A Ghost Story,356,tt6265828,R,2017-07-07,0.0,0,0,1.0,1,0,1.0,0.0,0.0,0
Despicable Me 3,355,tt3469046,PG,2017-06-30,1.0,1,1,0.0,0,0,0.0,0.0,0.0,0
The Little Hours,354,tt5666304,R,2017-06-30,0.0,0,1,0.0,0,0,0.0,0.0,0.0,1
Baby Driver,352,tt3890160,R,2017-06-28,1.0,0,0,0.0,1,0,1.0,0.0,0.0,0
The Beguiled,351,tt5592248,R,2017-06-23,0.0,0,0,0.0,1,0,0.0,1.0,1.0,0
The Big Sick,350,tt5462602,R,2017-06-23,0.0,0,1,0.0,1,0,0.0,0.0,0.0,1
Journey The (2017),348,tt5273624,PG-13,2017-06-16,1.0,0,1,1.0,0,0,0.0,0.0,0.0,0
The Book Of Henry,347,tt4572792,PG-13,2017-06-16,0.0,0,0,0.0,1,0,1.0,0.0,1.0,0
All Eyez On Me,346,tt1666185,R,2017-06-16,0.0,0,0,0.0,1,0,0.0,1.0,0.0,0
Cars 3,345,tt3606752,G,2017-06-16,1.0,1,1,0.0,0,0,0.0,0.0,0.0,0
Rough Night,344,tt4799050,R,2017-06-16,0.0,0,1,0.0,0,0,0.0,0.0,0.0,0
My Cousin Rachel,343,tt4411596,PG-13,2017-06-09,0.0,0,0,0.0,1,0,1.0,0.0,0.0,1
Megan Leavey,342,tt4899370,PG-13,2017-06-09,1.0,0,0,0.0,1,0,0.0,1.0,0.0,0
Beatriz At Dinner,341,tt5929750,R,2017-06-09,0.0,0,1,0.0,1,0,0.0,0.0,0.0,0
It Comes At Night,340,tt4695012,R,2017-06-09,0.0,0,0,0.0,1,0,1.0,0.0,1.0,0
3 Idiotas,339,tt3685624,PG-13,2017-06-02,0.0,0,1,0.0,0,0,0.0,0.0,0.0,0
Wonder Woman,338,tt0451279,PG-13,2017-06-02,1.0,0,0,1.0,0,0,0.0,0.0,0.0,0
The Exception,337,tt4721124,R,2017-06-02,0.0,0,0,0.0,1,0,0.0,1.0,0.0,1
Captain Underpants: The First Epic Movie,336,tt2091256,PG,2017-06-02,1.0,1,0,0.0,0,0,0.0,0.0,0.0,0
Band Aid,335,tt5816374,R,2017-06-02,0.0,0,1,0.0,1,0,0.0,0.0,0.0,0
Dean,334,tt3914332,PG-13,2017-06-02,0.0,0,1,0.0,1,0,0.0,0.0,0.0,1
Pirates Caribbean:Dead Men Tell No Tales,332,tt1790809,PG-13,2017-05-26,1.0,0,0,1.0,0,0,0.0,0.0,0.0,0
Diary Of A Wimpy Kid: The Long Haul,330,tt6003368,PG,2017-05-19,1.0,0,1,0.0,0,1,0.0,0.0,0.0,0
Alien: Covenant,329,tt2316204,R,2017-05-19,0.0,0,0,1.0,0,0,0.0,0.0,1.0,0
Wakefield,328,tt5195412,R,2017-05-19,0.0,0,0,0.0,1,0,0.0,0.0,0.0,0
Snatched,326,tt2334871,R,2017-05-12,1.0,0,1,0.0,0,0,0.0,0.0,0.0,0
King Arthur: Legend Of The Sword,325,tt1972591,PG-13,2017-05-12,1.0,0,0,0.0,1,0,0.0,0.0,0.0,0
Guardians Of The Galaxy Vol. 2,323,tt3896198,PG-13,2017-05-05,1.0,0,1,0.0,0,0,0.0,0.0,0.0,0
How To Be A Latin Lover,321,tt4795124,PG-13,2017-04-28,0.0,0,1,0.0,1,0,0.0,0.0,0.0,0
Free Fire,319,tt4158096,R,2017-04-21,1.0,0,1,0.0,0,0,1.0,0.0,0.0,0
The Lost City Of Z,317,tt1212428,PG-13,2017-04-14,1.0,0,0,0.0,1,0,0.0,1.0,0.0,0
Gifted,316,tt4481414,PG-13,2017-04-07,0.0,0,0,0.0,1,0,0.0,0.0,0.0,0
Smurfs: The Lost Village,314,tt2398241,PG,2017-04-07,1.0,1,1,0.0,0,0,0.0,0.0,0.0,0
Going In Style,313,tt2568862,PG-13,2017-04-07,0.0,0,1,0.0,0,0,1.0,0.0,0.0,0
The Zookeepers Wife,312,tt1730768,PG-13,2017-03-31,0.0,0,0,0.0,1,0,0.0,1.0,0.0,0
Ghost In The Shell,311,tt1219827,PG-13,2017-03-31,1.0,0,0,0.0,1,0,1.0,0.0,0.0,0
The Boss Baby,310,tt3874544,PG,2017-03-31,1.0,1,1,0.0,0,0,0.0,0.0,0.0,0
Power Rangers,306,tt3717490,PG-13,2017-03-24,1.0,0,0,1.0,0,0,0.0,0.0,0.0,0
The Belko Experiment,305,tt1082807,R,2017-03-17,0.0,0,0,0.0,0,0,0.0,0.0,1.0,0
Beauty And The Beast,304,tt2771200,PG,2017-03-17,1.0,0,0,1.0,0,1,0.0,0.0,0.0,0
Song To Song,303,tt2062700,R,2017-03-17,0.0,0,0,0.0,1,0,0.0,0.0,0.0,1
Kong: Skull Island,302,tt3731562,PG-13,2017-03-10,1.0,0,0,1.0,0,0,0.0,0.0,0.0,0
The Sense Of An Ending,301,tt4827986,PG-13,2017-03-10,0.0,0,0,0.0,1,0,1.0,0.0,0.0,0
Table 19,300,tt1412528,PG-13,2017-03-03,0.0,0,1,0.0,1,0,0.0,0.0,0.0,1
